Task ID,Task Name,tags,Przeznaczenie (drop down),Klawiatura (labels),Obudowa (labels),Procesor (drop down),Model Procesora (short text),Grafika (short text),RAM (drop down),Dysk (drop down),Rozdzielczość (drop down),Matryca (labels),Problemy (labels),Uwagi (text),Regał (drop down),Lists,Zamówienie (short text)
86bwecg60,DBY12X2,[dell latitude 7490],Serwis,"[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]","[Klapa wymaga skina, Ok]",i7,8,,,,,[Problem],[Nie włącza się],"BRAK OBRAZU, TYLKO DIODY, wyswietla kolory po wcisnieniu wlacznika i D
",,[24.10.23 TES FRANCJA -],
86bwecjxv,82cjhr2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]",[Ok],i7,8650U,,16,256,1920 x 1080,[Bez wad],,"
",1,[24.10.23 TES FRANCJA -],
86bwecud7,24pfmq2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Brytyjska, Podświetlana]",[Ok],i7,8650U,,8,256,1920 x 1080,[Mikro poświatka],,,9,[24.10.23 TES FRANCJA -],
86bwecw8w,7x19nf2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[Ok],i7,8650U,,16,256,1920 x 1080,[Bez wad],,,9,[24.10.23 TES FRANCJA -],
86bwed87v,hjb1wt2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,8650U,,16,256,1920 x 1080,[Bez wad],[Palmrest],drobny uszczerbek pod usb,,[24.10.23 TES FRANCJA -],
86bwedaep,91pfmq2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Brytyjska, Podświetlana]",[Ok],i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,9,[24.10.23 TES FRANCJA -],
86bweddtk,1rqqvt2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Niemiecka]","[Palmrest do malowania, Ok]",i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,9,[24.10.23 TES FRANCJA -],
86bwedx2v,dzpjhr2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]",,i7,8650U,,16,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Touchpad]","

",,[24.10.23 TES FRANCJA -],
86bwee0b3,32PFMQ2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Brytyjska, Podświetlana]","[Palmrest wymaga skina, Ok]",i7,8650U,,8,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bwee47m,HRJJHR2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]",[Ok],i7,8650U,,8,256,1920 x 1080,[Bez wad],,,9,[24.10.23 TES FRANCJA -],
86bwee6j1,4RJJHR2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]",[Ok],i7,8650U,,16,256,1920 x 1080,[Bez wad],,,,[24.10.23 TES FRANCJA -],
86bwee90g,CRJJHR2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]",[Ok],i7,8650U,,16,256,1920 x 1080,[Bez wad],,,,[24.10.23 TES FRANCJA -],
86bweebkg,76CJHR2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]",[Ok],i7,8650U,,16,256,1920 x 1080,[Bez wad],,,,[24.10.23 TES FRANCJA -],
86bweed9k,8ZBJHR2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]",[Ok],i7,8650U,,16,256,1920 x 1080,[Mikro otarcia],,TOUCHPAD I PALMREST WYTARTE,,[24.10.23 TES FRANCJA -],
86bweefff,DR615S2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]","[Klapa wymaga skina, Ok]",i7,8650U,,20,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bweemtv,46H0NQ2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]","[Klapa wymaga skina, Ok]",i7,8650U,,16,500,1920 x 1080,"[Wielkie poświaty, Zwykłe ryski / otarcia]",,"Ciemniejsze plamy na bialym, brak gumki od dolu",1,[24.10.23 TES FRANCJA -],
86bweewak,gys0xt2,[dell latitude 7490],Magazyn,"[Pionowy Enter ISO / EU, Podświetlana, Niemiecka]","[Palmrest wymaga skina, Ok]",i7,8650U,,8,256,1920 x 1080,[Mikro poświatka],,,9,[24.10.23 TES FRANCJA -],
86bwef36e,18crhr2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Uszczerbek, Ok]",i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Bateria brak]",na spodzie uszczerbek w rogu,,[24.10.23 TES FRANCJA -],
86bwzx0w9,2143NV2,[dell latitude 7490],Serwis,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[Ok],,,,,,,[Problem],,"Wszystko świeci tylko nie matryca. NO TEST

zdublowany
",,[Mix - przed 11.2023],
86bzkgvbq,3hxpqv2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1.07.2024 wprowadzone],
86bzkj7hd,C1HZYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Bez wad],,,,[od 1.07.2024 wprowadzone],
86bzkj934,FB40RQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1.07.2024 wprowadzone],
86bzkjcg6,8b7ktt2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Klapa X],,,[od 1.07.2024 wprowadzone],
86bzkjg9t,D961RV2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[Dotyk],,,,[od 1.07.2024 wprowadzone],
86bzkjr3w,84rrhr2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[Zwykłe poświatki],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkju45,6JRPQV2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkjw4y,8M01RV2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkjyd8,CD1QQV2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkk1th,5658nf2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe poświatki],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkk5ar,csjbrq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkk75v,3JNS7S2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[],,,,[od 1.07.2024 wprowadzone],
86bzkk8k8,FH3PQV2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[Dotyk],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkka8t,67FFZW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Bez wad],,,,[od 1.07.2024 wprowadzone],
86bzkkb9y,86FFZW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Bez wad],,,,[od 1.07.2024 wprowadzone],
86bzkkby2,CPHBRQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Bez wad],,,,[od 1.07.2024 wprowadzone],
86bzkkcqz,9KRG0Z2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1.07.2024 wprowadzone],
86bzkkewt,80XWYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1.07.2024 wprowadzone],
86bzkkgrk,6L2GRQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[],,,,[od 1.07.2024 wprowadzone],
86bzkkme8,2hp3tt2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bzkkpc7,BXBPQV2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[Dotyk],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkkxn6,74wlsq2,[dell latitude 7490],Serwis,[Francuska],,i7,8,,,,,,[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzkkxnt,CF1QQV2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[Dotyk],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzkm0r0,dc40rq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Nowa],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzma1cr,56FLSQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzma1kz,gw8shr2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzma4u1,8BDYMQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,BRAK,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzma5mu,12dymq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzma6qq,FCWRRN2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzma88w,ff24pq2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,8350U,,8,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bzma9jv,g824wt2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzmabra,d6z7rn2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmabxt,16QM7Y2,[dell latitude 7490],Serwis,[Francuska],,i5,8,,,,,[Brak],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmadtr,4l545q2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmafvt,5RJTQV2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bzmahdr,1NYKVT2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmaj1a,BBV7NF2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmakrw,338n5q2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmamkz,htxrhr2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmaqqk,8q6prq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmc9bf,H0B0RQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmcapj,j56yyw2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmcbyg,3w9ryw2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmccum,4xxg0z2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmcf4p,d8l1rv2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[],"[Spód X, Bateria brak]",,,[od 1.07.2024 wprowadzone],
86bzmchw0,BRAK SN,[dell latitude 7490],Serwis,[QWERTY PL],,,,,8,,,[],"[Spód X, Bateria brak]",,,[od 1.07.2024 wprowadzone],
86bzmcrh6,752YMQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria X, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzmcuku,bx3l1z2,[dell latitude 7490],Serwis,[Francuska],,i5,8,,,,,[Brak],[],,,[od 1.07.2024 wprowadzone],
86bzmcyga,2143NV2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria brak],"zdublowany
",,[od 1.07.2024 wprowadzone],
86bzmd029,8KBTNQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmdrf0,g3d21z2,[dell latitude 7490],Serwis,[Francuska],,i5,8,,,,,[],[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzme7ar,46WVMQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmej2h,8jnhpq2,[dell latitude 7490],Serwis,[],,i5,8250U,,8,256,1920 x 1080,[Zwykłe poświatki],"[USB , Bateria brak]",,,[od 1.07.2024 wprowadzone],
86bzmetpe,26FLSQ2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria X, Ramka Matrycy]",,,[od 1.07.2024 wprowadzone],
86bzmexh6,8d4lvt2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[],[USB ],,,[od 1.07.2024 wprowadzone],
86bzmf03e,2V6D0Z2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmf1d8,9H8N7Y2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Touchpad],,,[od 1.07.2024 wprowadzone],
86bzmf2fd, 6H9ZYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Spód X, Bateria brak]",,,[od 1.07.2024 wprowadzone],
86bzmf5kg,bdps5s2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmf6kv,j8x1tt2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Spód X],,,[od 1.07.2024 wprowadzone],
86bzmf9jp,5QRG7Y211,[dell latitude 7490],Serwis,[Francuska],,i5,8,,,,,[Brak],[],,,[od 1.07.2024 wprowadzone],
86bzmfa34,29KB0Z21,[dell latitude 7490],Serwis,[Francuska],,i5,8,,,,,[],[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzmfb41,57RYYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmfcmv,6mcm8s2,[dell latitude 7490],Przyjęcie,"[Uszkodzona, Francuska]",,i5,8350U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Touchpad],,,[od 1.07.2024 wprowadzone],
86bzmff37,4n0t5s2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmfqcz,7zmnlq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmfthd,340s7s2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmfy7b,F1VXQV2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Bateria X]",,,[od 1.07.2024 wprowadzone],
86bzmfzct,63JV6Y2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],[Spód X],,,[od 1.07.2024 wprowadzone],
86bzmg0hr,2x2lsq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmg1yd,FG3H0Z2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmg382,DKKYYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmg46p,cxvvmq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmg965,bmrcvp2,[dell latitude 7490],Serwis,[],,,,,8,,,[Dotyk],"[Ramka Matrycy, Nie włącza się]",,,[od 1.07.2024 wprowadzone],
86bzmgb61,fd3shr2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmggcw,33n3tt2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmghke,3KL71Z2,[dell latitude 7490],Serwis,[Francuska],,i5,8,,8,,,[],"[Touchpad, Nie włącza się]",,,[od 1.07.2024 wprowadzone],
86bzmgjt8,3TXC9Y2,[dell latitude 7490],Serwis,[Francuska],,i5,8,,,,,[Brak],[],,,[od 1.07.2024 wprowadzone],
86bzmgka5,GPD21Z2,[dell latitude 7490],Serwis,[Francuska],,i5,8,,,,,[Brak],[],,,[od 1.07.2024 wprowadzone],
86bzmgp8z,FW0D0Z2,[dell latitude 7490],Serwis,[Francuska],,i5,8,,,,,[Brak],[],,,[od 1.07.2024 wprowadzone],
86bzmgrf3,1djjqq2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,7300U,,8,256,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmgrun,d9jjqq2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmgu3u,6br3mq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmgz46,H8TB6Y2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmh1nt,4qhbrq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmh3cc,2M2D2X2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Dotyk],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmh7xu,cr2snq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmhb1h,5tbp6s2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,7300U,,8,256,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmhbq0,8w6lqq2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmhdkc,f1r3mq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmhf3h,93cwmf2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,20,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmhke7,d3brrn2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmhm5q,BJKYYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmqn5t,6zj0tt2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmqtka,JNM4TT2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmqtnd,6ypjqq2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzmquej,8v59tt2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,7300U,,8,256,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmqv30,26drhr2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmqzxx,jfz6tt2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmr28h,7gjbrn2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzmree1,gygrqq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmrfy5,7x42tt2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria X, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzmrn7d,b8ryst2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmrrx1,670F2X2,[dell latitude 7490],Przyjęcie,[Francuska],,i5,8350U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmt45y,7SHRYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmt4pv,6J8H0Z2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmt6ed,DPHDZW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmtmae,J99LS2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmtn7n,13gp7s2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzmtp6t,gwjbrq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zbita],"[Bateria brak, Ramka Matrycy]",,,[od 1.07.2024 wprowadzone],
86bzmtywh,bz90rq2,[dell latitude 7490],Serwis,[Francuska],,i7,8650U,,,,,,[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzmu49k,2zvdtt2,[dell latitude 7490],Przyjęcie,[Malowana QWERTY PL],,i7,8650U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzmu4u2,jwvdtt2,[dell latitude 7490],Przyjęcie,[Malowana QWERTY PL],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmu5yu,hd2wst2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,7600U,,32,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
